index|titulo|url|mensaje|fecha|m_parsed|chat_gpt_answer|class|año_mes|año
5596|Actividades de este jueves 15 de mayo|detalle?id=7259|"Considerando que el próximo jueves 15 de mayo, de 13:30 a 18 horas, se realizará una Jornada de Discusión organizada por el CEI y la FECH, la Escuela ha tomado las siguientes medidas:

1.	Se solicita a los departamentos que traten de reprogramar las actividades evaluativas que coincidan con el horario del Encuentro, con el objetivo de facilitar en la mayor medida posible la participación estudiantil en el Encuentro.
2.	No se contabilizarán las inasistencias a cursos que requieran un porcentaje mínimo de asistencia para la aprobación, pero se mantiene la obligación de asistir a actividades que por su naturaleza no se puedan reprogramar (por ejemplo, laboratorios, salidas a terreno).
3.	Los controles de Plan Común programados para el día 15 a las 18:00 horas, que están fuera del horario del Encuentro, se tomarán de acuerdo a lo programado.

Julio Salas
Subdirector
Escuela de Ingeniería y Ciencias 
_______________________________________"|2014-05-14 17:59:14|Considerando que el próximo jueves 15 de mayo, de 13:30 a 18 horas, se realizará una Jornada de Discusión organizada por el CEI y la FECH, la Escuela ha tomado las siguientes medidas:   1.	Se solicita a los departamentos que traten de reprogramar las actividades evaluativas que coincidan con el horario del Encuentro, con el objetivo de facilitar en la mayor medida posible la participación estudiantil en el Encuentro.  2.	No se contabilizarán las inasistencias a cursos que requieran un porcentaje mínimo de asistencia para la aprobación, pero se mantiene la obligación de asistir a actividades que por su naturaleza no se puedan reprogramar (por ejemplo, laboratorios, salidas a terreno).  3.	Los controles de Plan Común programados para el día 15 a las 18:00 horas, que están fuera del horario del Encuentro, se tomarán de acuerdo a lo programado.   Julio Salas  Subdirector  Escuela de Ingeniería y Ciencias   _______________________________________|No se detecta sesgo de género en el texto.|0.0|2014_5|2014
746|Inscripción Automática de Plan Común Otoño 2022|detalle?id=50697|Estimados/as estudiantes,Este semestre vamos a retomar la Inscripción Automática para todo Plan Común, que ya se venía implementando previo al año 2020. Este proceso consiste en que al inicio del proceso de inscripción regular, el sistema agrega los cursos obligatorios de Plan Común de forma aleatoria y automática, en secciones compatibles de los cursos obligatorios que no hayas aprobado y que puedas tomar por requisitos.Lo anterior permite dejar a la mayoría de los/as estudiantes de Plan Común con sus cursos obligatorios pre-inscritos, independiente de su prioridad académica, entendiendo la masividad del Plan Común y beneficiando a una mayor cantidad de estudiantes, para que puedan iniciar sus clases en marzo sin problemas de inscripción. Es importante tener presente que todos/as los/as estudiantes de Plan Común van a poder participar igual del proceso de Inscripción Académica que se abrirá el 31 de enero y terminará el 2 de marzo, que se rige por la prioridad académica de cada estudiante, para que puedan agregar a su inscripción los cursos de formación integral (DR, EI, EH, FG), cursos electivos que deseen considerar, y solicitar la inscripción de FI2004 o IQ2212 que es elección del/la estudiante cuál de los dos cursos realizar. Además, luego de cerrado el proceso de inscripción regular el 2 de marzo, van a poder participar de los procesos de modificación académica para permutar cursos/sección, eliminar cursos de la inscripción y agregar otros cursos. Las personas más avanzadas en la carrera con ramos de Plan Común pendientes, verán pre-inscritos esos ramos en su boletín y podrán inscribir otros ramos que consideren necesarios en el proceso regular. Además, podrán modificar durante marzo su inscripción, en caso que no esté en sus planes realizar el curso este semestre Otoño 2022. Atentamente, Subdirección de Gestión DocenteEscuela de Ingeniería y Ciencias |2022-01-27 21:07:27|Estimados/as estudiantes,Este semestre vamos a retomar la Inscripción Automática para todo Plan Común, que ya se venía implementando previo al año 2020. Este proceso consiste en que al inicio del proceso de inscripción regular, el sistema agrega los cursos obligatorios de Plan Común de forma aleatoria y automática, en secciones compatibles de los cursos obligatorios que no hayas aprobado y que puedas tomar por requisitos.Lo anterior permite dejar a la mayoría de los/as estudiantes de Plan Común con sus cursos obligatorios pre-inscritos, independiente de su prioridad académica, entendiendo la masividad del Plan Común y beneficiando a una mayor cantidad de estudiantes, para que puedan iniciar sus clases en marzo sin problemas de inscripción. Es importante tener presente que todos/as los/as estudiantes de Plan Común van a poder participar igual del proceso de Inscripción Académica que se abrirá el 31 de enero y terminará el 2 de marzo, que se rige por la prioridad académica de cada estudiante, para que puedan agregar a su inscripción los cursos de formación integral (DR, EI, EH, FG), cursos electivos que deseen considerar, y solicitar la inscripción de FI2004 o IQ2212 que es elección del/la estudiante cuál de los dos cursos realizar. Además, luego de cerrado el proceso de inscripción regular el 2 de marzo, van a poder participar de los procesos de modificación académica para permutar cursos/sección, eliminar cursos de la inscripción y agregar otros cursos. Las personas más avanzadas en la carrera con ramos de Plan Común pendientes, verán pre-inscritos esos ramos en su boletín y podrán inscribir otros ramos que consideren necesarios en el proceso regular. Además, podrán modificar durante marzo su inscripción, en caso que no esté en sus planes realizar el curso este semestre Otoño 2022. Atentamente, Subdirección de Gestión DocenteEscuela de Ingeniería y Ciencias|No se detecta un sesgo de género en el texto. El uso de la forma masculina y femenina es inclusivo y representa a todos los estudiantes.|0.0|2022_1|2022
5009|Calendarios Otoño 2015 - reprogramados|detalle?id=9027|"Se informa a la comunidad que ya se encuentran disponibles en la página de la escuela los calendarios de titulación y del semestre, correspondientes a otoño 2015, reprogramados.

Calendario Académico otoño 2015 - Reprogramado
XX6908 - Reprogramado
XX6909 - Reprogramado
XX6910 - Reprogramado


Saluda atte, 
SGD"|2015-07-09 19:12:09|Se informa a la comunidad que ya se encuentran disponibles en la página de la escuela los calendarios de titulación y del semestre, correspondientes a otoño 2015, reprogramados.  Calendario Académico otoño 2015 - Reprogramado XX6908 - Reprogramado XX6909 - Reprogramado XX6910 - Reprogramado    Saluda atte,   SGD|No hay evidencia de sesgo de género en el texto.|1.0|2015_7|2015
1377|Sobre Matrícula de Pregrado para estudiantes en proceso de Doble Titulación|detalle?id=40494|Por instrucción de Servicios Centrales, todo estudiante en proceso de doble titulación debe estar matriculado en Pregrado hasta el momento en que se titule.Quienes no han formalizado su matrícula en Pregrado deben escribir a Secretaría de Estudios  sec_estudios@ing.uchile.cl como plazo máximo hasta el lunes 12 de abril en indicar en el asunto del mail Matrícula estudiante en proceso de doble titulación explicando las razones de no haber formalizado su matrícula. Se revisará cada caso e indicarán las instrucciones que correspondan.Se recuerda que el sistema de matrícula de Pregrado exige por defecto el cumplimiento de dos hitos para determinar una matrícula válida: derecho básico pagado y suscripción y ENTREGA DEL PAGARÉ El plazo de entrega del pagaré se extendió hasta el 15 de mayo 2021 en las direcciones ya publicadas por Servicios Centrales. Si el estudiante en proceso de doble titulación no realiza inscripción de asignaturas en Pregrado, se informará su no actividad académica en cada semestre para suspender el cobro del arancel correspondiente. Atte.Secretaría de Estudios|2021-04-07 10:06:07|Por instrucción de Servicios Centrales, todo estudiante en proceso de doble titulación debe estar matriculado en Pregrado hasta el momento en que se titule.Quienes no han formalizado su matrícula en Pregrado deben escribir a Secretaría de Estudios  sec_estudios@ing.uchile.cl como plazo máximo hasta el lunes 12 de abril en indicar en el asunto del mail Matrícula estudiante en proceso de doble titulación explicando las razones de no haber formalizado su matrícula. Se revisará cada caso e indicarán las instrucciones que correspondan.Se recuerda que el sistema de matrícula de Pregrado exige por defecto el cumplimiento de dos hitos para determinar una matrícula válida: derecho básico pagado y suscripción y ENTREGA DEL PAGARÉ El plazo de entrega del pagaré se extendió hasta el 15 de mayo 2021 en las direcciones ya publicadas por Servicios Centrales. Si el estudiante en proceso de doble titulación no realiza inscripción de asignaturas en Pregrado, se informará su no actividad académica en cada semestre para suspender el cobro del arancel correspondiente. Atte.Secretaría de Estudios|No hay evidencia de sesgo de género en el texto proporcionado.|1.0|2021_4|2021
814|3ª Charla - Ciclo informativo para estudiantes de curso superior|detalle?id=49817|"Estimad@s Estudiantes:  Dentro del marco del proceso matrícula de curso superior que será entre el 06 y 10 de enero, informamos que la DIRBDE está realizando un ciclo de charlas informativas, por nombre ""ZoomErgete: Ciclo Informativo Curso Superior"".3ª Charla: Renovación / Postulación de beneficios JunaebFecha: Miércoles 05 de eneroInscripciones: formulario"|2022-01-03 11:08:03|"Estimad@s Estudiantes:  Dentro del marco del proceso matrícula de curso superior que será entre el 06 y 10 de enero, informamos que la DIRBDE está realizando un ciclo de charlas informativas, por nombre ""ZoomErgete: Ciclo Informativo Curso Superior"".3ª Charla: Renovación / Postulación de beneficios JunaebFecha: Miércoles 05 de eneroInscripciones: formulario"|No hay sesgo de género en este texto.|0.0|2022_1|2022
5161|Charla: Un Método de Estudio en Beauchef|detalle?id=8585|"¿Te ha costado adaptar tu ritmo de estudio a la Facultad?

Te invitamos a participar una charla realizada por el Sub Director de Escuela, Sr. Julio Salas, sobre un método de estudio en Beauchef.

Se realizará el día 22 de abril a las 12.00 hrs en el Salón Gorbea.

¡Los esperamos!

Unidad de Calidad de Vida Estudiantil
Síguenos en: www.facebook.com/ ... 1446843281022?ref=hl"|2015-04-09 10:42:09|¿Te ha costado adaptar tu ritmo de estudio a la Facultad?   Te invitamos a participar una charla realizada por el Sub Director de Escuela, Sr. Julio Salas, sobre un método de estudio en Beauchef.   Se realizará el día 22 de abril a las 12.00 hrs en el Salón Gorbea.   ¡Los esperamos!   Unidad de Calidad de Vida Estudiantil  Síguenos en: www.facebook.com/ ... 1446843281022?ref=hl|No se detecta sesgo de género en el texto dado.|0.0|2015_4|2015
5695|Resultados Segunda Modificación otoño 2014|detalle?id=6936|"Estimados Alumnos 
Ya se encuentran disponibles los resultados del Segundo proceso de modificación. 
El tercer proceso de modificación (Modifica 3) esta habilitado y permanecerá abierto hasta el día Jueves 13 a las 10:00 hrs.

saluda atte, 
SGD"|2014-03-12 15:52:12|Estimados Alumnos   Ya se encuentran disponibles los resultados del Segundo proceso de modificación.   El tercer proceso de modificación (Modifica 3) esta habilitado y permanecerá abierto hasta el día Jueves 13 a las 10:00 hrs.   saluda atte,   SGD|No hay sesgo de género en este texto.|0.0|2014_3|2014
5607|TOMA DE FOTOGRAFÍA T.N.E. ALUMNOS ANTIGUOS y NUEVOS|detalle?id=7230|"Los estudiantes ( NUEVOS Y ANTIGUOS) que no tomaron su fotografía para el pase escolar, acudir el día lunes 12 de mayo de 9.00 a 17.00 hrs. al Hall Sur Edificio Escuela.
Atte.,
SECRETARÍA DE ESTUDIOS"|2014-05-08 10:33:08|Los estudiantes ( NUEVOS Y ANTIGUOS) que no tomaron su fotografía para el pase escolar, acudir el día lunes 12 de mayo de 9.00 a 17.00 hrs. al Hall Sur Edificio Escuela.  Atte.,  SECRETARÍA DE ESTUDIOS|No hay sesgo de género en este texto.|0.0|2014_5|2014
6696|Súmate al equipo de trabajo de la 1ª carrera de autos solares|detalle?id=4081|"La primera versión de la competencia se realizó este año y convocó a 11 equipos proveniente de Chile, Argentina, Puerto Rico y Ecuador quienes recorrieron con sus vehículos solares cerca de 1.060 kilómetros por el norte de Chile.

En noviembre del 2012, realizaremos la segunda versión de la carrera y te invitamos a ser parte del equipo que organizará esta actividad. No importa en qué año estés ni tu especialidad, lo importante son tus ganas de aprender y hacer algo nuevo.

Ven a la primera reunión informativa este miércoles 21 de noviembre a las 13:00 hrs en la sala Seminario del 2° piso de eléctrica. Los esperamos con cosas para picar.

Dudas a ignacio.guaico@carrerasolar.com.

Equipo Atacama Solar Challenge - http://www.nacionsolar.com/"|2011-11-22 09:51:22|La primera versión de la competencia se realizó este año y convocó a 11 equipos proveniente de Chile, Argentina, Puerto Rico y Ecuador quienes recorrieron con sus vehículos solares cerca de 1.060 kilómetros por el norte de Chile.   En noviembre del 2012, realizaremos la segunda versión de la carrera y te invitamos a ser parte del equipo que organizará esta actividad. No importa en qué año estés ni tu especialidad, lo importante son tus ganas de aprender y hacer algo nuevo.   Ven a la primera reunión informativa este miércoles 21 de noviembre a las 13:00 hrs en la sala Seminario del 2° piso de eléctrica. Los esperamos con cosas para picar.   Dudas a ignacio.guaico@carrerasolar.com.   Equipo Atacama Solar Challenge - http://www.nacionsolar.com/|No se detecta sesgo de género en el texto.|0.0|2011_11|2011
4757|25 nov. Jornada internacional de Cosmología en FCFM|detalle?id=10207|"Beauchefian@s
Les invitamos a la jornada internacional de cosmología A closing meeting of the CONICYT Anillo ACT-1122: Testing fundamental theory through cosmological and astrophysical observations, que se realizará este miércoles 25 de noviembre entre las 9:00 y las 18:00 hrs. en la sala B08 de Beauchef 851.  En la actividad participarán científicos de la universidades de Princeton y Berkeley.
Programa y registro AQUÍ
"|2015-11-23 15:35:23|Beauchefian@s  Les invitamos a la jornada internacional de cosmología A closing meeting of the CONICYT Anillo ACT-1122: Testing fundamental theory through cosmological and astrophysical observations, que se realizará este miércoles 25 de noviembre entre las 9:00 y las 18:00 hrs. en la sala B08 de Beauchef 851.  En la actividad participarán científicos de la universidades de Princeton y Berkeley.  Programa y registro AQUÍ|No se detecta sesgo de género en el texto.|0.0|2015_11|2015
7995|Transmisión del partido Chile v/s Brasil en la Fonda Minera|detalle?id=972|"Vamos por un Chile ganador, disfrutemos la posible clasificación a Sudáfrica 2010. ¡No se lo pueden perder!
En la GRAN FONDA MINERA se transmitirá este trascendental partido: Chile v/s Brasil a partir de las 21.00 hrs.
¡Reunámonos todos y pasemos un rato agradable!



Los esperamos!!!
Centro de Estudiantes de Minas (CAM)."|2009-09-09 18:04:09|Vamos por un Chile ganador, disfrutemos la posible clasificación a Sudáfrica 2010. ¡No se lo pueden perder!  En la GRAN FONDA MINERA se transmitirá este trascendental partido: Chile v/s Brasil a partir de las 21.00 hrs.  ¡Reunámonos todos y pasemos un rato agradable!     Los esperamos!!!  Centro de Estudiantes de Minas (CAM).|Sí, se puede detectar sesgo de género en el texto. No es explícitamente sexista, pero la ausencia de inclusión de género puede ser considerada sexista. El texto utiliza un lenguaje neutral en cuanto al género, pero no se incluye explícitamente a las mujeres en la invitación, lo que sugiere que solo se dirige a una audiencia masculina.|1.0|2009_9|2009
6909|Foro: Estado del movimiento estudiantil y escenarios futuros|detalle?id=3644|Con motivo de las actuales manifestaciones estudiantiles, el Departamento de Ciencias de la Computación (DCC) realizará una serie de encuentros para conversar y discutir sobre el tema. Así, el lunes 22 de agosto a las 10:00 horas en el Auditorio del DCC se llevará a cabo la mesa redonda: Estado del movimiento estudiantil y escenarios futuros, con la participación de Francisco Martínez, académico de Ingeniería Civil y senador universitario; y Andrés Fielbaum, Presidente del CEI.|2011-08-19 17:53:19|Con motivo de las actuales manifestaciones estudiantiles, el Departamento de Ciencias de la Computación (DCC) realizará una serie de encuentros para conversar y discutir sobre el tema. Así, el lunes 22 de agosto a las 10:00 horas en el Auditorio del DCC se llevará a cabo la mesa redonda: Estado del movimiento estudiantil y escenarios futuros, con la participación de Francisco Martínez, académico de Ingeniería Civil y senador universitario; y Andrés Fielbaum, Presidente del CEI.|No se detecta sesgo de género en el texto dado.|0.0|2011_8|2011
3216|Semana Mecánica|detalle?id=22673|"Participa de la Semana Mecánica 2018 

El Centro de Estudiantes de Ingeniería Mecánica de la Universidad de Chile (CEIMEC) los invita a participar de las diversas actividades que ha organizado para celebrar la Semana Mecánica 2018, que se realizará entre el 1 y 5 de octubre.

Durante la semana podrás conocer sobre el quehacer del Departamento de Ingeniería Mecánica de la Universidad de Chile (DIMEC U. Chile), además, quiénes estén en búsqueda de trabajo, habrá una charla de inserción laboral, y también contaremos con charlas de empresas como Caterpillar y Beckett.

El día lunes 1 de octubre se realizará la apertura de la Semana Mecánica, a las 12 horas, en el auditorio D´Etigny. ¡Los esperamos! 

Revisa en el siguiente link el cronograma de actividades:  bit.ly/2y5KGZZ

Consultas: ceimec@ing.uchile.cl



"|2018-10-01 11:12:01|Participa de la Semana Mecánica 2018    El Centro de Estudiantes de Ingeniería Mecánica de la Universidad de Chile (CEIMEC) los invita a participar de las diversas actividades que ha organizado para celebrar la Semana Mecánica 2018, que se realizará entre el 1 y 5 de octubre.   Durante la semana podrás conocer sobre el quehacer del Departamento de Ingeniería Mecánica de la Universidad de Chile (DIMEC U. Chile), además, quiénes estén en búsqueda de trabajo, habrá una charla de inserción laboral, y también contaremos con charlas de empresas como Caterpillar y Beckett.   El día lunes 1 de octubre se realizará la apertura de la Semana Mecánica, a las 12 horas, en el auditorio D´Etigny. ¡Los esperamos!    Revisa en el siguiente link el cronograma de actividades:  bit.ly/2y5KGZZ   Consultas: ceimec@ing.uchile.cl|No se detecta sesgo de género en el texto mencionado. No se hace ninguna referencia explícita ni implícita al género de las personas que pueden participar en la Semana Mecánica, ni se utilizan términos o estereotipos de género.|0.0|2018_10|2018
2009|Mañana en la FCFM (en línea) - miércoles 29 de abril|detalle?id=32026|"CHARLA:
""Gestión de Activos en tiempos de COVID-19"", por Rodrigo Pascual (U. de Chile).
Hora: 12:30 hrs.
Plataforma: Blackboard Collaborate. Ver más.

CONVERSATORIO:
""Pandemia en Chile: los desafíos de la educación escolar y universitaria a distancia""
Hora: 15:00 hrs.
Plataforma: Youtube. Ver más.

PROGRAMA:
""Rocadictos"", con Marco Pfeiffer (Agronomía U. de Chile)
Hora: 16:00 hrs.
Plataforma: Radio U. de Chile. Ver más.

Ver agenda AQUÍ."|2020-04-28 17:29:28|"CHARLA:  ""Gestión de Activos en tiempos de COVID-19"", por Rodrigo Pascual (U. de Chile).  Hora: 12:30 hrs.  Plataforma: Blackboard Collaborate. Ver más.   CONVERSATORIO:  ""Pandemia en Chile: los desafíos de la educación escolar y universitaria a distancia""  Hora: 15:00 hrs.  Plataforma: Youtube. Ver más.   PROGRAMA:  ""Rocadictos"", con Marco Pfeiffer (Agronomía U. de Chile)  Hora: 16:00 hrs.  Plataforma: Radio U. de Chile. Ver más.   Ver agenda AQUÍ."|No se detecta sesgo de género en este texto.|0.0|2020_4|2020
2865|Hoy charla mujeres emprendedoras en OpenBeauchef|detalle?id=25394|"Estimada comunidad universitaria:

Hoy los y las esperamos a una nueva charla con mujeres emprendedoras que han destacado en el ecosistema nacional de i+e. En esta oportunidad nos visitará María Paz Guillet, fundadora de Jooycar, una plataforma de Internet de las Cosas (IoT) y temática en torno al auto. 

Miércoles 3 de abril
12:00 a 13:30 horas
Beauchef 851, edificio sur poniente, piso 2

Inscríbete para asistir en https://forms.gle/wPa4PkgqN9ZWUiUo8

"|2019-04-03 10:09:03|Estimada comunidad universitaria:   Hoy los y las esperamos a una nueva charla con mujeres emprendedoras que han destacado en el ecosistema nacional de i+e. En esta oportunidad nos visitará María Paz Guillet, fundadora de Jooycar, una plataforma de Internet de las Cosas (IoT) y temática en torno al auto.    Miércoles 3 de abril  12:00 a 13:30 horas  Beauchef 851, edificio sur poniente, piso 2   Inscríbete para asistir en https://forms.gle/wPa4PkgqN9ZWUiUo8|"Sí, el texto presenta sesgo de género al usar la expresión ""los y las"" en lugar de utilizar un lenguaje inclusivo que evite la redundancia. También se utiliza la palabra ""mujeres emprendedoras"" en lugar de utilizar un término más neutral como ""emprendedoras"" o ""personas emprendedoras""."|1.0|2019_4|2019
4965|XVII Concurso de Proyectos: Premio Azul a la Creatividad Estudiantil 2015|detalle?id=9196||2015-08-20 10:26:20||Lo siento, pero no puedo detectar el sesgo de género en el texto ya que no proporcionó ningún texto. Si me brinda el texto, estaré encantado de ayudar a detectar cualquier posible sesgo de género.||2015_8|2015
7534|Tercer Proceso de Modificación Académica 10/02|detalle?id=1992|"Se informa a los alumnos que el tercer proceso de modificación académica ha sido habilitado, desde hoy jueves 12 hasta el día viernes 13 de Agosto a las 12:00
Lugar: www.u-campus.cl"|2010-08-12 13:38:12|Se informa a los alumnos que el tercer proceso de modificación académica ha sido habilitado, desde hoy jueves 12 hasta el día viernes 13 de Agosto a las 12:00  Lugar: www.u-campus.cl|No se detecta sesgo de género en el texto.|0.0|2010_8|2010
8032|Feria Internacional del Estudiante en la FCFM|detalle?id=924|"La FIE reunirá toda la información que un estudiante necesita saber respecto a los distintos países y programas disponibles para estudiar en el extranjero. El evento se llevará a cabo en el Hall Sur desde las 10:00 hasta las 19:00 hrs., el viernes 21 de agosto, y entre las 10:00 y las 18:00 hrs., el sábado 22. 

"|2009-08-20 12:35:20|La FIE reunirá toda la información que un estudiante necesita saber respecto a los distintos países y programas disponibles para estudiar en el extranjero. El evento se llevará a cabo en el Hall Sur desde las 10:00 hasta las 19:00 hrs., el viernes 21 de agosto, y entre las 10:00 y las 18:00 hrs., el sábado 22.|No, no hay sesgo de género en este texto.|0.0|2009_8|2009
3175|¡Ven con tu familia! 4º Festival de Ingeniería y Ciencias: sábado 20 octubre|detalle?id=23049|"Beauchefian@s: 
Mañana sábado les invitamos a vivir la FCFM junto a sus familias. Tendremos variadas actividades y charlas magistrales. 

charlas_sabado.pdf (1,6 mb)
Talleres_sabado.pdf (2,3 mb)

¡Les esperamos!
"|2018-10-19 14:12:19|Beauchefian@s:   Mañana sábado les invitamos a vivir la FCFM junto a sus familias. Tendremos variadas actividades y charlas magistrales.   charlas_sabado.pdf (1,6 mb) Talleres_sabado.pdf (2,3 mb)   ¡Les esperamos!|"Sí, se puede detectar un sesgo de género en el uso del signo arroba (@) después de ""Beauchefian"", ya que este símbolo se utiliza para incluir a ambos géneros, pero se puede considerar excluyente porque hay muchas personas que no se identifican como hombre ni como mujer. En su lugar, se podría utilizar un lenguaje inclusivo y no sexista que abarque todas las identidades de género, como ""Beauchefenses"" o ""Beauchefianas y Beauchefianos""."|1.0|2018_10|2018
3757|Condolencias por fallecimiento de la funcionaria Sra. Norma Cáceres Delgado|detalle?id=18199|"La Facultad de Ciencias Físicas y Matemáticas expresa sus más profundas condolencias a la familia, colegas y amigos de la funcionaria Sra. Norma Cáceres Delgado, auxiliar de la Unidad de Servicios Comunes de la FCFM, quien falleció el día de hoy.

El velorio se está llevando a cabo en la sede social de la comuna de Santiago, ubicada en calle Abate Molina Nº666. En tanto, su funeral se realizará mañana sábado 21 de octubre a las 16:00 hrs. en el Parque del Sendero, ubicado en Av. Américo Vespucio 2700, Maipú.

Asimismo, informamos que en el patio de Beauchef 851 se instaló un libro de condolencias.

En nombre de la comunidad beauchefiana expresamos nuestras más profundas condolencias a sus familiares, colegas y amigos. 


Decanato
Facultad de Ciencias Físicas y Matemáticas 
Universidad de Chile"|2017-10-20 15:27:20|La Facultad de Ciencias Físicas y Matemáticas expresa sus más profundas condolencias a la familia, colegas y amigos de la funcionaria Sra. Norma Cáceres Delgado, auxiliar de la Unidad de Servicios Comunes de la FCFM, quien falleció el día de hoy.   El velorio se está llevando a cabo en la sede social de la comuna de Santiago, ubicada en calle Abate Molina Nº666. En tanto, su funeral se realizará mañana sábado 21 de octubre a las 16:00 hrs. en el Parque del Sendero, ubicado en Av. Américo Vespucio 2700, Maipú.   Asimismo, informamos que en el patio de Beauchef 851 se instaló un libro de condolencias.   En nombre de la comunidad beauchefiana expresamos nuestras más profundas condolencias a sus familiares, colegas y amigos.     Decanato  Facultad de Ciencias Físicas y Matemáticas   Universidad de Chile|No se detecta sesgo de género en el texto.|0.0|2017_10|2017
6323|Tutorías - Calidad de Vida|detalle?id=5078|"La Unidad Calidad de Vida Estudiantil en el marco de su Programa Sonríe Beauchef para estudiantes de primer año, informa la realización de las siguientes tutorías:

Sistemas Newtonianos
Jueves 27 de Septiembre, 18:00 hrs., Sala 26-S

Computación
Martes 25 de septiembre, 18:00 hrs., Sala 26-S

Inscripciones en Unidad Calidad de Vida, Zócalo Torre Central.


Unidad Calidad de Vida Estudiantil"|2012-09-24 13:32:24|La Unidad Calidad de Vida Estudiantil en el marco de su Programa Sonríe Beauchef para estudiantes de primer año, informa la realización de las siguientes tutorías:   Sistemas Newtonianos  Jueves 27 de Septiembre, 18:00 hrs., Sala 26-S   Computación  Martes 25 de septiembre, 18:00 hrs., Sala 26-S   Inscripciones en Unidad Calidad de Vida, Zócalo Torre Central.    Unidad Calidad de Vida Estudiantil|No se detecta sesgo de género en el texto.|0.0|2012_9|2012
649|Comunicado: Seguridad en barrio universitario|detalle?id=52441|"Estimada comunidad:
En relación a denuncias de asaltos y situaciones de acoso sexual hacia mujeres en el barrio universitario, queremos informarles que las autoridades de la Facultad hemos dado máxima prioridad a estas problemáticas. Dado que el carácter de este asunto involucra a otras instituciones, hemos tomado contacto con autoridades de la Municipalidad de Santiago y Carabineros, tras lo cual se ha establecido una instancia de trabajo conjunta con el objetivo de abordar estas situaciones.
Como Facultad, estamos comprometidos en brindar un espacio seguro para quienes estudian y trabajan en nuestros campus, por lo tanto, queremos ser partícipes de la construcción de soluciones, poniendo a disposición nuestros canales de comunicación, formas de organización, herramientas técnicas y disciplinares, para la coordinación e implementación de estrategias con las y los responsables en materia de seguridad en la comuna.  Mientras se emiten recomendaciones y estrategias desde estas instancias y se elaboran e  implementan acciones, hacemos un llamado a reforzar el autocuidado:
- Transiten por calles principales y, en lo posible, formar grupos de personas para dirigirse a la locomoción colectiva u otros lugares dentro del barrio, como la iniciativa No te vayas sola implementada por el CEPC.
- Guarden móviles u otros dispositivos mientras transiten hacia paraderos de locomoción colectiva o estaciones de Metro para disminuir factores de riesgo.
- Creen grupos de whatsapp u otra red social para alertar posibles situaciones que puedan revertir peligro en el entorno del barrio. 
Esperamos que la instancia de trabajo que hemos constituido nos entregue mayores herramientas para enfrentar situaciones complejas dentro del barrio, pero que estamos seguros, con participación y organización de la comunidad beauchefiana, sabremos superar. Saludos,
 
Francisco Martínez ConchaDecano"|2022-03-25 14:43:25|Estimada comunidad: En relación a denuncias de asaltos y situaciones de acoso sexual hacia mujeres en el barrio universitario, queremos informarles que las autoridades de la Facultad hemos dado máxima prioridad a estas problemáticas. Dado que el carácter de este asunto involucra a otras instituciones, hemos tomado contacto con autoridades de la Municipalidad de Santiago y Carabineros, tras lo cual se ha establecido una instancia de trabajo conjunta con el objetivo de abordar estas situaciones. Como Facultad, estamos comprometidos en brindar un espacio seguro para quienes estudian y trabajan en nuestros campus, por lo tanto, queremos ser partícipes de la construcción de soluciones, poniendo a disposición nuestros canales de comunicación, formas de organización, herramientas técnicas y disciplinares, para la coordinación e implementación de estrategias con las y los responsables en materia de seguridad en la comuna.  Mientras se emiten recomendaciones y estrategias desde estas instancias y se elaboran e  implementan acciones, hacemos un llamado a reforzar el autocuidado: - Transiten por calles principales y, en lo posible, formar grupos de personas para dirigirse a la locomoción colectiva u otros lugares dentro del barrio, como la iniciativa No te vayas sola implementada por el CEPC. - Guarden móviles u otros dispositivos mientras transiten hacia paraderos de locomoción colectiva o estaciones de Metro para disminuir factores de riesgo. - Creen grupos de whatsapp u otra red social para alertar posibles situaciones que puedan revertir peligro en el entorno del barrio.  Esperamos que la instancia de trabajo que hemos constituido nos entregue mayores herramientas para enfrentar situaciones complejas dentro del barrio, pero que estamos seguros, con participación y organización de la comunidad beauchefiana, sabremos superar. Saludos,   Francisco Martínez ConchaDecano|En el texto, no se detecta un sesgo de género ya que se aborda el tema de la violencia de género y se enfatiza en el compromiso de la Facultad en brindar un espacio seguro para todas las personas que estudian y trabajan en sus campus. Además, se proporcionan recomendaciones generales de seguridad que pueden ser útiles para todas las personas.|0.0|2022_3|2022
